state,statecat,value,label,xValue,yValue,rank
Oregon,Nevada,68.1,OR,240.2783,139.5654,
Pennsylvania,Nevada,59.5,PA,730.3535,200.856,
Rhode Island,Nevada,51.1,RI,-1000.0,-1000.0,
South Carolina,Nevada,39.5,SC,712.4395,315.6387,
South Dakota,Nevada,59.5,SD,468.0742,163.5166,
Tennessee,Nevada,56.4,TN,640.8594,294.8193,
Texas,Nevada,58.8,TX,480.9902,374.2861,
Utah,Nevada,58.1,UT,330.1084,234.978,
Vermont,Nevada,44.2,VT,-1000.0,-1000.0,
Virginia,Nevada,63.9,VA,731.0264,252.7842,
Washington,Nevada,63.3,WA,256.9365,88.0762,
West Virginia,Nevada,41.8,WV,701.0,243.0,
Wisconsin,Nevada,55.0,WI,585.2529,163.2588,
Wyoming,Nevada,58.1,WY,385.9287,179.6255,
District of Columbia,Nevada,36.2,DC,-1000.0,-1000.0,
Alabama,New Hampshire,37.8,AL,637.0,338.6934,
Alaska,New Hampshire,45.3,AK,245.0,400.0,
Arizona,New Hampshire,46.7,AZ,315.0,306.5801,
Arkansas,New Hampshire,49.2,AR,560.0,315.6387,
California,New Hampshire,35.9,CA,223.0,253.9219,
Colorado,New Hampshire,52.4,CO,400.0,245.5645,
Connecticut,New Hampshire,88.2,CT,-1000.0,-1000.0,
Delaware,New Hampshire,70.0,DE,-1000.0,-1000.0,
Florida,New Hampshire,39.7,FL,714.0,397.8154,
Georgia,New Hampshire,37.1,GA,680.0117,335.2354,
Hawaii,New Hampshire,32.9,HI,380.0,465.0,
Idaho,New Hampshire,53.9,ID,310.1851,155.0,
Illinois,New Hampshire,52.1,IL,596.6602,231.2954,
Indiana,New Hampshire,64.7,IN,633.4111,228.4214,
Iowa,New Hampshire,74.0,IA,545.8457,202.6782,
Kansas,New Hampshire,60.9,KS,487.0,259.1592,
Kentucky,New Hampshire,69.5,KY,655.1484,264.9658,
Louisiana,New Hampshire,30.1,LA,561.4404,369.8135,
Maine,New Hampshire,67.3,ME,807.3105,109.855,
Maryland,New Hampshire,48.7,MD,-1000.0,-1000.0,
Massachusetts,New Hampshire,85.5,MA,-1000.0,-1000.0,
Michigan,New Hampshire,56.4,MI,645.6465,181.3647,
Minnesota,New Hampshire,70.7,MN,530.8594,141.5874,
Mississippi,New Hampshire,29.8,MS,598.6016,342.1514,
Missouri,New Hampshire,58.1,MO,557.0,261.123,
Montana,New Hampshire,51.9,MT,370.0981,112.7705,
Nebraska,New Hampshire,60.5,NE,473.8364,210.0527,
Nevada,New Hampshire,41.7,NV,267.8765,219.0957,
New Hampshire,New Hampshire,99.8,NH,-1000.0,-1000.0,
New Jersey,New Hampshire,64.6,NJ,785.0,210.0,
New Mexico,New Hampshire,39.1,NM,385.3774,314.1035,
New York,New Hampshire,62.1,NY,753.5781,163.2588,
North Carolina,New Hampshire,57.4,NC,728.6084,284.5029,
North Dakota,New Hampshire,51.6,ND,467.0742,117.3823,
Ohio,New Hampshire,65.5,OH,670.7197,219.4883,
Oklahoma,New Hampshire,42.4,OK,500.1963,306.418,
Oregon,New Hampshire,61.7,OR,240.2783,139.5654,
Pennsylvania,New Hampshire,65.2,PA,730.3535,200.856,
Rhode Island,New Hampshire,74.9,RI,-1000.0,-1000.0,
South Carolina,New Hampshire,37.2,SC,712.4395,315.6387,
South Dakota,New Hampshire,57.3,SD,468.0742,163.5166,
Tennessee,New Hampshire,53.0,TN,640.8594,294.8193,
Texas,New Hampshire,38.9,TX,480.9902,374.2861,
Utah,New Hampshire,60.3,UT,330.1084,234.978,
Vermont,New Hampshire,87.6,VT,-1000.0,-1000.0,
Virginia,New Hampshire,56.5,VA,731.0264,252.7842,
Washington,New Hampshire,56.7,WA,256.9365,88.0762,
West Virginia,New Hampshire,71.9,WV,701.0,243.0,
Wisconsin,New Hampshire,73.8,WI,585.2529,163.2588,
Wyoming,New Hampshire,49.9,WY,385.9287,179.6255,
District of Columbia,New Hampshire,29.4,DC,-1000.0,-1000.0,
Alabama,New Jersey,60.8,AL,637.0,338.6934,
Alaska,New Jersey,63.0,AK,245.0,400.0,
Arizona,New Jersey,62.8,AZ,315.0,306.5801,
Arkansas,New Jersey,75.0,AR,560.0,315.6387,
California,New Jersey,52.5,CA,223.0,253.9219,
Colorado,New Jersey,69.7,CO,400.0,245.5645,
Connecticut,New Jersey,72.6,CT,-1000.0,-1000.0,
Delaware,New Jersey,86.9,DE,-1000.0,-1000.0,
Florida,New Jersey,67.0,FL,714.0,397.8154,
Georgia,New Jersey,56.1,GA,680.0117,335.2354,
Hawaii,New Jersey,47.7,HI,380.0,465.0,
Idaho,New Jersey,50.4,ID,310.1851,155.0,
Illinois,New Jersey,76.3,IL,596.6602,231.2954,
Indiana,New Jersey,80.8,IN,633.4111,228.4214,
Iowa,New Jersey,56.2,IA,545.8457,202.6782,
Kansas,New Jersey,62.4,KS,487.0,259.1592,
Kentucky,New Jersey,71.4,KY,655.1484,264.9658,
Louisiana,New Jersey,50.5,LA,561.4404,369.8135,
Maine,New Jersey,63.7,ME,807.3105,109.855,
Maryland,New Jersey,69.8,MD,-1000.0,-1000.0,
Massachusetts,New Jersey,74.2,MA,-1000.0,-1000.0,
Michigan,New Jersey,83.9,MI,645.6465,181.3647,
Minnesota,New Jersey,66.5,MN,530.8594,141.5874,
Mississippi,New Jersey,47.7,MS,598.6016,342.1514,
Missouri,New Jersey,77.1,MO,557.0,261.123,
Montana,New Jersey,51.2,MT,370.0981,112.7705,
Nebraska,New Jersey,61.7,NE,473.8364,210.0527,
Nevada,New Jersey,56.6,NV,267.8765,219.0957,
New Hampshire,New Jersey,66.3,NH,-1000.0,-1000.0,
New Jersey,New Jersey,99.8,NJ,785.0,210.0,
New Mexico,New Jersey,50.9,NM,385.3774,314.1035,
New York,New Jersey,86.8,NY,753.5781,163.2588,
North Carolina,New Jersey,82.6,NC,728.6084,284.5029,
North Dakota,New Jersey,51.5,ND,467.0742,117.3823,
Ohio,New Jersey,84.3,OH,670.7197,219.4883,
Oklahoma,New Jersey,60.1,OK,500.1963,306.418,
Oregon,New Jersey,56.0,OR,240.2783,139.5654,
Pennsylvania,New Jersey,87.3,PA,730.3535,200.856,
Rhode Island,New Jersey,86.5,RI,-1000.0,-1000.0,
South Carolina,New Jersey,54.9,SC,712.4395,315.6387,
South Dakota,New Jersey,57.0,SD,468.0742,163.5166,
Tennessee,New Jersey,77.2,TN,640.8594,294.8193,
Texas,New Jersey,61.5,TX,480.9902,374.2861,
Utah,New Jersey,52.4,UT,330.1084,234.978,
Vermont,New Jersey,60.7,VT,-1000.0,-1000.0,
Virginia,New Jersey,79.5,VA,731.0264,252.7842,
Washington,New Jersey,48.4,WA,256.9365,88.0762,
West Virginia,New Jersey,62.4,WV,701.0,243.0,
Wisconsin,New Jersey,71.0,WI,585.2529,163.2588,
Wyoming,New Jersey,49.5,WY,385.9287,179.6255,
District of Columbia,New Jersey,39.3,DC,-1000.0,-1000.0,
Alabama,New Mexico,57.3,AL,637.0,338.6934,
Alaska,New Mexico,50.2,AK,245.0,400.0,
Arizona,New Mexico,69.0,AZ,315.0,306.5801,
Arkansas,New Mexico,58.2,AR,560.0,315.6387,
California,New Mexico,69.5,CA,223.0,253.9219,
Colorado,New Mexico,74.7,CO,400.0,245.5645,
Connecticut,New Mexico,49.2,CT,-1000.0,-1000.0,
Delaware,New Mexico,49.7,DE,-1000.0,-1000.0,
Florida,New Mexico,63.2,FL,714.0,397.8154,
Georgia,New Mexico,49.8,GA,680.0117,335.2354,
Hawaii,New Mexico,59.7,HI,380.0,465.0,
Idaho,New Mexico,49.0,ID,310.1851,155.0,
Illinois,New Mexico,66.6,IL,596.6602,231.2954,
Indiana,New Mexico,56.0,IN,633.4111,228.4214,
Iowa,New Mexico,53.6,IA,545.8457,202.6782,
Kansas,New Mexico,55.0,KS,487.0,259.1592,
Kentucky,New Mexico,50.4,KY,655.1484,264.9658,
Louisiana,New Mexico,52.1,LA,561.4404,369.8135,
Maine,New Mexico,36.8,ME,807.3105,109.855,
Maryland,New Mexico,55.1,MD,-1000.0,-1000.0,
Massachusetts,New Mexico,50.0,MA,-1000.0,-1000.0,
Michigan,New Mexico,49.8,MI,645.6465,181.3647,
Minnesota,New Mexico,56.7,MN,530.8594,141.5874,
Mississippi,New Mexico,49.4,MS,598.6016,342.1514,
Missouri,New Mexico,59.6,MO,557.0,261.123,
Montana,New Mexico,46.5,MT,370.0981,112.7705,
Nebraska,New Mexico,54.5,NE,473.8364,210.0527,
Nevada,New Mexico,73.4,NV,267.8765,219.0957,
New Hampshire,New Mexico,44.5,NH,-1000.0,-1000.0,
New Jersey,New Mexico,51.5,NJ,785.0,210.0,
New Mexico,New Mexico,99.8,NM,385.3774,314.1035,
New York,New Mexico,60.5,NY,753.5781,163.2588,
North Carolina,New Mexico,53.9,NC,728.6084,284.5029,
North Dakota,New Mexico,43.7,ND,467.0742,117.3823,
Ohio,New Mexico,51.3,OH,670.7197,219.4883,
Oklahoma,New Mexico,48.5,OK,500.1963,306.418,
Oregon,New Mexico,52.5,OR,240.2783,139.5654,
Pennsylvania,New Mexico,56.0,PA,730.3535,200.856,
Rhode Island,New Mexico,47.3,RI,-1000.0,-1000.0,
South Carolina,New Mexico,47.7,SC,712.4395,315.6387,
South Dakota,New Mexico,50.6,SD,468.0742,163.5166,
Tennessee,New Mexico,55.2,TN,640.8594,294.8193,
Texas,New Mexico,72.8,TX,480.9902,374.2861,
Utah,New Mexico,47.9,UT,330.1084,234.978,
Vermont,New Mexico,48.2,VT,-1000.0,-1000.0,
Virginia,New Mexico,55.2,VA,731.0264,252.7842,
Washington,New Mexico,54.0,WA,256.9365,88.0762,
West Virginia,New Mexico,38.0,WV,701.0,243.0,
Wisconsin,New Mexico,53.7,WI,585.2529,163.2588,
Wyoming,New Mexico,46.7,WY,385.9287,179.6255,
District of Columbia,New Mexico,44.0,DC,-1000.0,-1000.0,
Alabama,New York,62.7,AL,637.0,338.6934,
Alaska,New York,56.4,AK,245.0,400.0,
Arizona,New York,55.9,AZ,315.0,306.5801,
Arkansas,New York,65.9,AR,560.0,315.6387,
California,New York,59.9,CA,223.0,253.9219,
Colorado,New York,71.7,CO,400.0,245.5645,
Connecticut,New York,71.3,CT,-1000.0,-1000.0,
Delaware,New York,76.1,DE,-1000.0,-1000.0,
Florida,New York,68.7,FL,714.0,397.8154,
Georgia,New York,57.2,GA,680.0117,335.2354,
Hawaii,New York,55.8,HI,380.0,465.0,
Idaho,New York,45.6,ID,310.1851,155.0,
Illinois,New York,84.4,IL,596.6602,231.2954,
Indiana,New York,78.6,IN,633.4111,228.4214,
Iowa,New York,56.6,IA,545.8457,202.6782,
Kansas,New York,54.9,KS,487.0,259.1592,
Kentucky,New York,68.8,KY,655.1484,264.9658,
Louisiana,New York,51.6,LA,561.4404,369.8135,
Maine,New York,56.6,ME,807.3105,109.855,
Maryland,New York,73.4,MD,-1000.0,-1000.0,
Massachusetts,New York,73.4,MA,-1000.0,-1000.0,
Michigan,New York,74.9,MI,645.6465,181.3647,
Minnesota,New York,66.0,MN,530.8594,141.5874,
Mississippi,New York,48.7,MS,598.6016,342.1514,
Missouri,New York,74.5,MO,557.0,261.123,
Montana,New York,44.2,MT,370.0981,112.7705,
Nebraska,New York,54.4,NE,473.8364,210.0527,
Nevada,New York,65.9,NV,267.8765,219.0957,
New Hampshire,New York,66.5,NH,-1000.0,-1000.0,
New Jersey,New York,86.8,NJ,785.0,210.0,
New Mexico,New York,59.3,NM,385.3774,314.1035,
New York,New York,99.8,NY,753.5781,163.2588,
North Carolina,New York,78.6,NC,728.6084,284.5029,
North Dakota,New York,45.0,ND,467.0742,117.3823,
Ohio,New York,74.7,OH,670.7197,219.4883,
Oklahoma,New York,51.2,OK,500.1963,306.418,
Oregon,New York,54.2,OR,240.2783,139.5654,
Pennsylvania,New York,85.2,PA,730.3535,200.856,
Rhode Island,New York,76.8,RI,-1000.0,-1000.0,
South Carolina,New York,55.3,SC,712.4395,315.6387,
South Dakota,New York,50.2,SD,468.0742,163.5166,
Tennessee,New York,74.7,TN,640.8594,294.8193,
Texas,New York,63.8,TX,480.9902,374.2861,
Utah,New York,47.3,UT,330.1084,234.978,
Vermont,New York,61.2,VT,-1000.0,-1000.0,
Virginia,New York,82.6,VA,731.0264,252.7842,
Washington,New York,47.4,WA,256.9365,88.0762,
West Virginia,New York,55.3,WV,701.0,243.0,
Wisconsin,New York,70.6,WI,585.2529,163.2588,
Wyoming,New York,42.8,WY,385.9287,179.6255,
District of Columbia,New York,45.9,DC,-1000.0,-1000.0,
Alabama,North Carolina,66.8,AL,637.0,338.6934,
Alaska,North Carolina,53.5,AK,245.0,400.0,
Arizona,North Carolina,58.7,AZ,315.0,306.5801,
Arkansas,North Carolina,79.6,AR,560.0,315.6387,
California,North Carolina,49.3,CA,223.0,253.9219,
Colorado,North Carolina,66.3,CO,400.0,245.5645,
Connecticut,North Carolina,64.0,CT,-1000.0,-1000.0,
Delaware,North Carolina,79.0,DE,-1000.0,-1000.0,
Florida,North Carolina,76.4,FL,714.0,397.8154,
Georgia,North Carolina,67.4,GA,680.0117,335.2354,
Hawaii,North Carolina,44.7,HI,380.0,465.0,
Idaho,North Carolina,45.7,ID,310.1851,155.0,
Illinois,North Carolina,80.0,IL,596.6602,231.2954,
Indiana,North Carolina,70.7,IN,633.4111,228.4214,
Iowa,North Carolina,50.7,IA,545.8457,202.6782,
Kansas,North Carolina,56.6,KS,487.0,259.1592,
Kentucky,North Carolina,68.1,KY,655.1484,264.9658,
Louisiana,North Carolina,56.5,LA,561.4404,369.8135,
Maine,North Carolina,54.6,ME,807.3105,109.855,
Maryland,North Carolina,71.6,MD,-1000.0,-1000.0,
Massachusetts,North Carolina,59.5,MA,-1000.0,-1000.0,
Michigan,North Carolina,75.1,MI,645.6465,181.3647,
Minnesota,North Carolina,56.5,MN,530.8594,141.5874,
Mississippi,North Carolina,54.1,MS,598.6016,342.1514,
Missouri,North Carolina,68.6,MO,557.0,261.123,
Montana,North Carolina,46.8,MT,370.0981,112.7705,
Nebraska,North Carolina,55.5,NE,473.8364,210.0527,
Nevada,North Carolina,55.6,NV,267.8765,219.0957,
New Hampshire,North Carolina,58.0,NH,-1000.0,-1000.0,
New Jersey,North Carolina,82.0,NJ,785.0,210.0,
New Mexico,North Carolina,52.5,NM,385.3774,314.1035,
New York,North Carolina,79.0,NY,753.5781,163.2588,
North Carolina,North Carolina,99.8,NC,728.6084,284.5029,
North Dakota,North Carolina,47.5,ND,467.0742,117.3823,
Ohio,North Carolina,79.7,OH,670.7197,219.4883,
Oklahoma,North Carolina,56.9,OK,500.1963,306.418,
Oregon,North Carolina,46.9,OR,240.2783,139.5654,
Pennsylvania,North Carolina,76.7,PA,730.3535,200.856,
Rhode Island,North Carolina,70.3,RI,-1000.0,-1000.0,
South Carolina,North Carolina,66.1,SC,712.4395,315.6387,
South Dakota,North Carolina,52.9,SD,468.0742,163.5166,
Tennessee,North Carolina,86.2,TN,640.8594,294.8193,
Texas,North Carolina,64.8,TX,480.9902,374.2861,
Utah,North Carolina,44.8,UT,330.1084,234.978,
Vermont,North Carolina,52.4,VT,-1000.0,-1000.0,
Virginia,North Carolina,78.3,VA,731.0264,252.7842,
Washington,North Carolina,40.1,WA,256.9365,88.0762,
West Virginia,North Carolina,58.4,WV,701.0,243.0,
Wisconsin,North Carolina,60.7,WI,585.2529,163.2588,
Wyoming,North Carolina,45.6,WY,385.9287,179.6255,
District of Columbia,North Carolina,38.5,DC,-1000.0,-1000.0,
Alabama,North Dakota,38.6,AL,637.0,338.6934,
Alaska,North Dakota,54.7,AK,245.0,400.0,
Arizona,North Dakota,60.6,AZ,315.0,306.5801,
Arkansas,North Dakota,61.3,AR,560.0,315.6387,
California,North Dakota,34.1,CA,223.0,253.9219,
Colorado,North Dakota,55.1,CO,400.0,245.5645,
Connecticut,North Dakota,58.3,CT,-1000.0,-1000.0,
Delaware,North Dakota,55.8,DE,-1000.0,-1000.0,
Florida,North Dakota,44.3,FL,714.0,397.8154,
Georgia,North Dakota,33.3,GA,680.0117,335.2354,
Hawaii,North Dakota,26.3,HI,380.0,465.0,
Idaho,North Dakota,82.2,ID,310.1851,155.0,
Illinois,North Dakota,50.3,IL,596.6602,231.2954,
Indiana,North Dakota,53.8,IN,633.4111,228.4214,
Iowa,North Dakota,73.2,IA,545.8457,202.6782,
Kansas,North Dakota,82.4,KS,487.0,259.1592,
Kentucky,North Dakota,59.9,KY,655.1484,264.9658,
Louisiana,North Dakota,40.2,LA,561.4404,369.8135,
Maine,North Dakota,79.6,ME,807.3105,109.855,
Maryland,North Dakota,34.3,MD,-1000.0,-1000.0,
Massachusetts,North Dakota,59.2,MA,-1000.0,-1000.0,
Michigan,North Dakota,60.0,MI,645.6465,181.3647,
Minnesota,North Dakota,68.9,MN,530.8594,141.5874,
Mississippi,North Dakota,35.0,MS,598.6016,342.1514,
Missouri,North Dakota,60.7,MO,557.0,261.123,
Montana,North Dakota,87.5,MT,370.0981,112.7705,
Nebraska,North Dakota,84.3,NE,473.8364,210.0527,
Nevada,North Dakota,51.6,NV,267.8765,219.0957,
New Hampshire,North Dakota,51.9,NH,-1000.0,-1000.0,
New Jersey,North Dakota,50.7,NJ,785.0,210.0,
New Mexico,North Dakota,41.2,NM,385.3774,314.1035,
New York,North Dakota,42.6,NY,753.5781,163.2588,
North Carolina,North Dakota,48.4,NC,728.6084,284.5029,
North Dakota,North Dakota,99.8,ND,467.0742,117.3823,
Ohio,North Dakota,59.8,OH,670.7197,219.4883,
Oklahoma,North Dakota,71.7,OK,500.1963,306.418,
Oregon,North Dakota,68.6,OR,240.2783,139.5654,
Pennsylvania,North Dakota,49.9,PA,730.3535,200.856,
Rhode Island,North Dakota,57.7,RI,-1000.0,-1000.0,
South Carolina,North Dakota,33.2,SC,712.4395,315.6387,
South Dakota,North Dakota,88.9,SD,468.0742,163.5166,
Tennessee,North Dakota,48.8,TN,640.8594,294.8193,
Texas,North Dakota,40.1,TX,480.9902,374.2861,
Utah,North Dakota,64.8,UT,330.1084,234.978,
Vermont,North Dakota,50.1,VT,-1000.0,-1000.0,
Virginia,North Dakota,46.9,VA,731.0264,252.7842,
Washington,North Dakota,62.3,WA,256.9365,88.0762,
West Virginia,North Dakota,71.8,WV,701.0,243.0,
Wisconsin,North Dakota,67.6,WI,585.2529,163.2588,
Wyoming,North Dakota,95.0,WY,385.9287,179.6255,
District of Columbia,North Dakota,20.2,DC,-1000.0,-1000.0,
Alabama,Ohio,60.1,AL,637.0,338.6934,
Alaska,Ohio,61.5,AK,245.0,400.0,
Arizona,Ohio,66.0,AZ,315.0,306.5801,
Arkansas,Ohio,78.4,AR,560.0,315.6387,
California,Ohio,46.6,CA,223.0,253.9219,
Colorado,Ohio,69.4,CO,400.0,245.5645,
Connecticut,Ohio,72.9,CT,-1000.0,-1000.0,
Delaware,Ohio,92.6,DE,-1000.0,-1000.0,
Florida,Ohio,64.8,FL,714.0,397.8154,
Georgia,Ohio,56.1,GA,680.0117,335.2354,
Hawaii,Ohio,41.5,HI,380.0,465.0,
Idaho,Ohio,55.9,ID,310.1851,155.0,
Illinois,Ohio,75.8,IL,596.6602,231.2954,
Indiana,Ohio,83.5,IN,633.4111,228.4214,
Iowa,Ohio,63.3,IA,545.8457,202.6782,
Kansas,Ohio,69.3,KS,487.0,259.1592,
Kentucky,Ohio,82.5,KY,655.1484,264.9658,
Louisiana,Ohio,48.1,LA,561.4404,369.8135,
Maine,Ohio,63.9,ME,807.3105,109.855,
Maryland,Ohio,64.0,MD,-1000.0,-1000.0,
Massachusetts,Ohio,70.3,MA,-1000.0,-1000.0,
Michigan,Ohio,83.9,MI,645.6465,181.3647,
Minnesota,Ohio,70.9,MN,530.8594,141.5874,
Mississippi,Ohio,48.4,MS,598.6016,342.1514,
Missouri,Ohio,82.3,MO,557.0,261.123,
Montana,Ohio,56.3,MT,370.0981,112.7705,
Nebraska,Ohio,68.4,NE,473.8364,210.0527,
Nevada,Ohio,53.5,NV,267.8765,219.0957,
New Hampshire,Ohio,66.1,NH,-1000.0,-1000.0,
New Jersey,Ohio,84.2,NJ,785.0,210.0,
New Mexico,Ohio,51.4,NM,385.3774,314.1035,
New York,Ohio,74.2,NY,753.5781,163.2588,
North Carolina,Ohio,79.9,NC,728.6084,284.5029,
North Dakota,Ohio,59.3,ND,467.0742,117.3823,
Ohio,Ohio,99.8,OH,670.7197,219.4883,
Oklahoma,Ohio,69.8,OK,500.1963,306.418,
Oregon,Ohio,58.7,OR,240.2783,139.5654,
Pennsylvania,Ohio,84.5,PA,730.3535,200.856,
Rhode Island,Ohio,82.1,RI,-1000.0,-1000.0,
South Carolina,Ohio,54.5,SC,712.4395,315.6387,
South Dakota,Ohio,64.1,SD,468.0742,163.5166,
Tennessee,Ohio,78.9,TN,640.8594,294.8193,
Texas,Ohio,61.5,TX,480.9902,374.2861,
Utah,Ohio,55.6,UT,330.1084,234.978,
Vermont,Ohio,64.3,VT,-1000.0,-1000.0,
Virginia,Ohio,72.9,VA,731.0264,252.7842,
Washington,Ohio,51.1,WA,256.9365,88.0762,
West Virginia,Ohio,68.5,WV,701.0,243.0,
Wisconsin,Ohio,75.5,WI,585.2529,163.2588,
Wyoming,Ohio,56.3,WY,385.9287,179.6255,
District of Columbia,Ohio,33.5,DC,-1000.0,-1000.0,
Alabama,Oklahoma,49.9,AL,637.0,338.6934,
Alaska,Oklahoma,61.2,AK,245.0,400.0,
Arizona,Oklahoma,70.7,AZ,315.0,306.5801,
Arkansas,Oklahoma,75.7,AR,560.0,315.6387,
California,Oklahoma,42.1,CA,223.0,253.9219,
Colorado,Oklahoma,65.7,CO,400.0,245.5645,
Connecticut,Oklahoma,51.9,CT,-1000.0,-1000.0,
Delaware,Oklahoma,67.4,DE,-1000.0,-1000.0,
Florida,Oklahoma,56.2,FL,714.0,397.8154,
Georgia,Oklahoma,44.1,GA,680.0117,335.2354,
Hawaii,Oklahoma,33.1,HI,380.0,465.0,
Idaho,Oklahoma,63.8,ID,310.1851,155.0,
Illinois,Oklahoma,61.2,IL,596.6602,231.2954,
Indiana,Oklahoma,65.4,IN,633.4111,228.4214,
Iowa,Oklahoma,63.8,IA,545.8457,202.6782,
Kansas,Oklahoma,74.9,KS,487.0,259.1592,
Kentucky,Oklahoma,64.0,KY,655.1484,264.9658,
Louisiana,Oklahoma,50.3,LA,561.4404,369.8135,
Maine,Oklahoma,61.4,ME,807.3105,109.855,
Maryland,Oklahoma,42.7,MD,-1000.0,-1000.0,
Massachusetts,Oklahoma,51.8,MA,-1000.0,-1000.0,
Michigan,Oklahoma,69.6,MI,645.6465,181.3647,
Minnesota,Oklahoma,61.4,MN,530.8594,141.5874,
Mississippi,Oklahoma,43.3,MS,598.6016,342.1514,
Missouri,Oklahoma,73.6,MO,557.0,261.123,
Montana,Oklahoma,71.4,MT,370.0981,112.7705,
Nebraska,Oklahoma,73.1,NE,473.8364,210.0527,
Nevada,Oklahoma,58.9,NV,267.8765,219.0957,
New Hampshire,Oklahoma,46.0,NH,-1000.0,-1000.0,
New Jersey,Oklahoma,61.1,NJ,785.0,210.0,
New Mexico,Oklahoma,51.2,NM,385.3774,314.1035,
New York,Oklahoma,52.2,NY,753.5781,163.2588,
North Carolina,Oklahoma,60.0,NC,728.6084,284.5029,
North Dakota,Oklahoma,72.8,ND,467.0742,117.3823,
Ohio,Oklahoma,71.5,OH,670.7197,219.4883,
Oklahoma,Oklahoma,99.8,OK,500.1963,306.418,
Oregon,Oklahoma,57.4,OR,240.2783,139.5654,
Pennsylvania,Oklahoma,61.6,PA,730.3535,200.856,
Rhode Island,Oklahoma,61.7,RI,-1000.0,-1000.0,
South Carolina,Oklahoma,42.1,SC,712.4395,315.6387,
South Dakota,Oklahoma,71.0,SD,468.0742,163.5166,
Tennessee,Oklahoma,61.0,TN,640.8594,294.8193,
Texas,Oklahoma,55.3,TX,480.9902,374.2861,
Utah,Oklahoma,61.0,UT,330.1084,234.978,
Vermont,Oklahoma,44.4,VT,-1000.0,-1000.0,
Virginia,Oklahoma,60.1,VA,731.0264,252.7842,
Washington,Oklahoma,50.9,WA,256.9365,88.0762,
West Virginia,Oklahoma,64.2,WV,701.0,243.0,
Wisconsin,Oklahoma,62.4,WI,585.2529,163.2588,
Wyoming,Oklahoma,72.6,WY,385.9287,179.6255,
District of Columbia,Oklahoma,29.6,DC,-1000.0,-1000.0,
Alabama,Oregon,38.8,AL,637.0,338.6934,
Alaska,Oregon,59.3,AK,245.0,400.0,
Arizona,Oregon,64.0,AZ,315.0,306.5801,
Arkansas,Oregon,51.9,AR,560.0,315.6387,
California,Oregon,56.4,CA,223.0,253.9219,
Colorado,Oregon,65.4,CO,400.0,245.5645,
Connecticut,Oregon,68.7,CT,-1000.0,-1000.0,
Delaware,Oregon,58.7,DE,-1000.0,-1000.0,
Florida,Oregon,39.6,FL,714.0,397.8154,
Georgia,Oregon,31.7,GA,680.0117,335.2354,
Hawaii,Oregon,37.8,HI,380.0,465.0,
Idaho,Oregon,81.8,ID,310.1851,155.0,
Illinois,Oregon,54.4,IL,596.6602,231.2954,
Indiana,Oregon,60.1,IN,633.4111,228.4214,
Iowa,Oregon,69.9,IA,545.8457,202.6782,
Kansas,Oregon,75.6,KS,487.0,259.1592,
Kentucky,Oregon,64.9,KY,655.1484,264.9658,
Louisiana,Oregon,37.6,LA,561.4404,369.8135,
Maine,Oregon,62.7,ME,807.3105,109.855,
Maryland,Oregon,38.4,MD,-1000.0,-1000.0,
Massachusetts,Oregon,71.1,MA,-1000.0,-1000.0,
Michigan,Oregon,60.2,MI,645.6465,181.3647,
Minnesota,Oregon,72.7,MN,530.8594,141.5874,
Mississippi,Oregon,29.2,MS,598.6016,342.1514,
Missouri,Oregon,65.8,MO,557.0,261.123,
Montana,Oregon,78.2,MT,370.0981,112.7705,
Nebraska,Oregon,76.6,NE,473.8364,210.0527,
Nevada,Oregon,65.1,NV,267.8765,219.0957,
New Hampshire,Oregon,62.5,NH,-1000.0,-1000.0,
New Jersey,Oregon,56.0,NJ,785.0,210.0,
New Mexico,Oregon,48.7,NM,385.3774,314.1035,
New York,Oregon,52.0,NY,753.5781,163.2588,
North Carolina,Oregon,48.6,NC,728.6084,284.5029,
North Dakota,Oregon,68.3,ND,467.0742,117.3823,
Ohio,Oregon,59.6,OH,670.7197,219.4883,
Oklahoma,Oregon,55.3,OK,500.1963,306.418,
Oregon,Oregon,99.8,OR,240.2783,139.5654,
Pennsylvania,Oregon,56.1,PA,730.3535,200.856,
Rhode Island,Oregon,64.8,RI,-1000.0,-1000.0,
South Carolina,Oregon,30.3,SC,712.4395,315.6387,
South Dakota,Oregon,76.0,SD,468.0742,163.5166,
Tennessee,Oregon,50.3,TN,640.8594,294.8193,
Texas,Oregon,44.4,TX,480.9902,374.2861,
Utah,Oregon,78.8,UT,330.1084,234.978,
Vermont,Oregon,57.4,VT,-1000.0,-1000.0,
Virginia,Oregon,54.7,VA,731.0264,252.7842,
Washington,Oregon,88.3,WA,256.9365,88.0762,
West Virginia,Oregon,58.1,WV,701.0,243.0,
Wisconsin,Oregon,72.9,WI,585.2529,163.2588,
Wyoming,Oregon,72.8,WY,385.9287,179.6255,
District of Columbia,Oregon,24.1,DC,-1000.0,-1000.0,
Alabama,Pennsylvania,59.4,AL,637.0,338.6934,
Alaska,Pennsylvania,61.4,AK,245.0,400.0,
Arizona,Pennsylvania,62.4,AZ,315.0,306.5801,
Arkansas,Pennsylvania,74.2,AR,560.0,315.6387,
California,Pennsylvania,51.1,CA,223.0,253.9219,
Colorado,Pennsylvania,72.4,CO,400.0,245.5645,
Connecticut,Pennsylvania,73.8,CT,-1000.0,-1000.0,
