state,statecat,value,label,xValue,yValue
Massachusetts,Wyoming,31.0,MA,-1000.0,-1000.0
Michigan,Wyoming,47.1,MI,645.6465,181.3647
Minnesota,Wyoming,49.9,MN,530.8594,141.5874
Mississippi,Wyoming,31.3,MS,598.6016,342.1514
Missouri,Wyoming,58.7,MO,557.0,261.123
Montana,Wyoming,72.9,MT,370.0981,112.7705
Nebraska,Wyoming,68.8,NE,473.8364,210.0527
Nevada,Wyoming,43.8,NV,267.8765,219.0957
New Hampshire,Wyoming,41.5,NH,-1000.0,-1000.0
New Jersey,Wyoming,30.6,NJ,785.0,210.0
New Mexico,Wyoming,39.6,NM,385.3774,314.1035
New York,Wyoming,28.7,NY,753.5781,163.2588
North Carolina,Wyoming,34.4,NC,728.6084,284.5029
North Dakota,Wyoming,69.3,ND,467.0742,117.3823
Ohio,Wyoming,49.8,OH,670.7197,219.4883
Oklahoma,Wyoming,60.3,OK,500.1963,306.418
Oregon,Wyoming,58.4,OR,240.2783,139.5654
Pennsylvania,Wyoming,45.6,PA,730.3535,200.856
Rhode Island,Wyoming,42.0,RI,-1000.0,-1000.0
South Carolina,Wyoming,33.2,SC,712.4395,315.6387
South Dakota,Wyoming,71.9,SD,468.0742,163.5166
Tennessee,Wyoming,51.2,TN,640.8594,294.8193
Texas,Wyoming,39.8,TX,480.9902,374.2861
Utah,Wyoming,67.3,UT,330.1084,234.978
Vermont,Wyoming,42.2,VT,-1000.0,-1000.0
Virginia,Wyoming,33.5,VA,731.0264,252.7842
Washington,Wyoming,51.1,WA,256.9365,88.0762
West Virginia,Wyoming,43.6,WV,701.0,243.0
Wisconsin,Wyoming,56.8,WI,585.2529,163.2588
Wyoming,Wyoming,100.0,WY,385.9287,179.6255
District of Columbia,Wyoming,17.8,DC,-1000.0,-1000.0
Alabama,District of Columbia,35.6,AL,637.0,338.6934
Alaska,District of Columbia,14.8,AK,245.0,400.0
Arizona,District of Columbia,17.5,AZ,315.0,306.5801
Arkansas,District of Columbia,26.7,AR,560.0,315.6387
California,District of Columbia,16.1,CA,223.0,253.9219
Colorado,District of Columbia,21.3,CO,400.0,245.5645
Connecticut,District of Columbia,44.9,CT,-1000.0,-1000.0
Delaware,District of Columbia,47.7,DE,-1000.0,-1000.0
Florida,District of Columbia,33.6,FL,714.0,397.8154
Georgia,District of Columbia,44.1,GA,680.0117,335.2354
Hawaii,District of Columbia,9.0,HI,380.0,465.0
Idaho,District of Columbia,15.0,ID,310.1851,155.0
Illinois,District of Columbia,36.6,IL,596.6602,231.2954
Indiana,District of Columbia,32.8,IN,633.4111,228.4214
Iowa,District of Columbia,27.5,IA,545.8457,202.6782
Kansas,District of Columbia,26.8,KS,487.0,259.1592
Kentucky,District of Columbia,31.3,KY,655.1484,264.9658
Louisiana,District of Columbia,32.6,LA,561.4404,369.8135
Maine,District of Columbia,32.1,ME,807.3105,109.855
Maryland,District of Columbia,57.0,MD,-1000.0,-1000.0
Massachusetts,District of Columbia,43.0,MA,-1000.0,-1000.0
Michigan,District of Columbia,34.8,MI,645.6465,181.3647
Minnesota,District of Columbia,29.2,MN,530.8594,141.5874
Mississippi,District of Columbia,38.5,MS,598.6016,342.1514
Missouri,District of Columbia,28.0,MO,557.0,261.123
Montana,District of Columbia,18.4,MT,370.0981,112.7705
Nebraska,District of Columbia,24.7,NE,473.8364,210.0527
Nevada,District of Columbia,15.6,NV,267.8765,219.0957
New Hampshire,District of Columbia,35.8,NH,-1000.0,-1000.0
New Jersey,District of Columbia,47.2,NJ,785.0,210.0
New Mexico,District of Columbia,16.6,NM,385.3774,314.1035
New York,District of Columbia,47.0,NY,753.5781,163.2588
North Carolina,District of Columbia,46.1,NC,728.6084,284.5029
North Dakota,District of Columbia,23.2,ND,467.0742,117.3823
Ohio,District of Columbia,37.2,OH,670.7197,219.4883
Oklahoma,District of Columbia,24.3,OK,500.1963,306.418
Oregon,District of Columbia,17.8,OR,240.2783,139.5654
Pennsylvania,District of Columbia,43.3,PA,730.3535,200.856
Rhode Island,District of Columbia,40.4,RI,-1000.0,-1000.0
South Carolina,District of Columbia,44.0,SC,712.4395,315.6387
South Dakota,District of Columbia,22.6,SD,468.0742,163.5166
Tennessee,District of Columbia,33.4,TN,640.8594,294.8193
Texas,District of Columbia,21.8,TX,480.9902,374.2861
Utah,District of Columbia,19.6,UT,330.1084,234.978
Vermont,District of Columbia,36.3,VT,-1000.0,-1000.0
Virginia,District of Columbia,50.0,VA,731.0264,252.7842
Washington,District of Columbia,20.2,WA,256.9365,88.0762
West Virginia,District of Columbia,33.9,WV,701.0,243.0
Wisconsin,District of Columbia,31.3,WI,585.2529,163.2588
Wyoming,District of Columbia,17.8,WY,385.9287,179.6255
District of Columbia,District of Columbia,100.0,DC,-1000.0,-1000.0
